代码,中文名,来源接口数,来源接口列表,查询时间
881285.SH,其他发电设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881287.SH,地面兵装,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881288.SH,航空装备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881289.SH,航天装备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881290.SH,航海装备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881291.SH,军工电子,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881293.SH,轨交设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881294.SH,通用设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881303.SH,专用设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881310.SH,工程机械,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881313.SH,自动化设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881319.SH,半导体,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881326.SH,消费电子,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881329.SH,光学光电,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881333.SH,元器件,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881336.SH,其他电子,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881338.SH,通信设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881344.SH,电信服务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881347.SH,通信工程,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881352.SH,IT设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881355.SH,软件服务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881359.SH,云服务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881364.SH,产业互联网,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881369.SH,游戏,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881370.SH,广告营销,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881373.SH,影视院线,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881376.SH,数字媒体,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881380.SH,出版业,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881384.SH,广播电视,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881386.SH,全国性银行,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881389.SH,地方性银行,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881394.SH,证券,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881395.SH,保险,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881396.SH,多元金融,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881406.SH,房屋建设,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881407.SH,基础建设,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881410.SH,专业工程,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881415.SH,工程咨询服务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881416.SH,装修装饰,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881418.SH,房地产开发,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881422.SH,房产服务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881427.SH,体育,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881428.SH,教育培训,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881429.SH,酒店餐饮,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881432.SH,旅游,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881436.SH,专业服务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881442.SH,公路铁路,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881446.SH,航空机场,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881449.SH,航运港口,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881452.SH,物流,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881459.SH,电力,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881467.SH,燃气,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881468.SH,水务,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881470.SH,环保设备,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881471.SH,环境治理,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881476.SH,环境监测,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881478.SH,综合类,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
881479.SH,电子化学品,2,get_sector_list(list_type=1) | get_stock_list(market=10),2026-07-14 01:31:24
999999.SH,上证指数,1,get_stock_info,2026-07-14 01:31:24
